,store_name,store_address,store_tel
323,추풍령(상)휴게소점,경상북도 김천시 봉산면 광천리 737-1,T 
324,문정애이콤점,서울특별시 송파구 새말로 108  지상 1층 (문정동),T 02-407-0005
325,초읍어린이대공원점,부산광역시 부산진구 성지곡로 6 (초읍동  1 2층),T 070-8861-2627
326,대구앞산점,대구광역시 남구 현충로 27 (대명동  1 2층),T 053-655-5821
327,호텔마띠유점,전라남도 여수시 오동도로 20 (공화동),T 061-662-6232
328,천안대우타워점,충청남도 천안시 서북구 미라2길 67 (쌍용동  1층),T 041-578-6232
329,군산산북점,전라북도 군산시 부원로 129 (산북동),T 063-462-6232
330,광주화정점,광주광역시 광주시 서구 화정동 176-2,T 062-366-6232
331,제주호텔더코브점,제주특별자치도 서귀포시 예래해안로 15(하예동),T 없음
332,제주용담해안로점,제주특별자치도 제주시 서해안로 612(용담삼동),T 064-747-2402
333,울산성안점,울산광역시 중구 백양로 76(성안동  1층),T 052-245-2005
334,광주만평장례식장점,광주광역시 광산구 우산동 621-2,T 062-944-6232
335,청담영동점,서울특별시 강남구 도산대로 539 (청담동  금원빌딩),T 02-514-2747
336,여수나르샤호텔점,전라남도 여수시 학동 200-24,T 070-4178-8027
337,세종한솔점,세종특별시 노을3로 92  103 (한솔동  하나프라자 상가),T 044-868-6232
338,인천청라1호점,인천광역시 서구 청라커낼로 260번길 7-19(경서동 청라에이스프라자 10,T 032-561-4594
339,제주아라지구점,제주특별자치도 제주시 인다 10길 30 (아라일동),T 064-756-6232
340,카페베내대구딩컴점,대구광역시 북구 침산로 168(침산동),T 053-356-3336
341,석계역점,서울특별시 노원구 화랑로 325(월계동  우현빌딩 1층),T 02-919-9232
342,문래점,서울특별시 영등포구 선유로 70 101 문래동우리벤처타운2,T 02-2632-6232
343,대전만년점,대전광역시 서구 둔산대로 117번길 25,T 042-482-6231
344,부산온천장역점,부산광역시 동래구 중앙대로 1523(온천동  SK허브스카이 B2-78 79,T 051-557-2731
345,서울의료원장례식장점,서울특별시 중랑구 신내로 156 서울의료원 장례식장 내 매점,T 
346,역삼점,서울특별시 강남구 테헤란로19길 5 (역삼동 삼보빌딩 1층),T 02-552-0215
347,구미상모점,경상북도 구미시 상사사로 65 (상모동 2층),T 054-465-3777
348,양주시청점,경기도 양주시 부흥로 1533 (남방동),T 031-8082-4090
349,부천남부역점,경기도 부천시 소사구 경인로 264 (심곡본동 성원빌딩 지하1층),T 032-656-6232
350,창원팔용점,경상남도 창원시 의창구 평산로 96,T 070-7717-6111
351,수원월드컵경기장점,경기도 수원시 팔달구 월드컵로 310  1층(우만동  유윤스포츠 1층),T 031-247-4680
352,제주함덕해수욕장점,제주특별자치도 제주시 조천읍 조함해안로 526,T 064-784-6700
353,울산언양점,울산광역시 울주군 언양읍 헌양길 54 (외5필지 1층),T 052-264-1567
354,남부지원점,서울특별시 양천구 신월로 349 (신정동 1층  2층),T 02-2607-5232
355,삼송역점,경기도 고양시 덕양구 삼송로 134 (삼송동 101호),T 02-381-3117
356,보성(광양)휴게소점,전라남도 보성군 겸백면 수남리 385-3 외 33,T 070-4325-8807
357,보성(목포)휴게소점,전라남도 보성군 미력면 화방리 산 196-7 외 53,T 070-4325-8801
358,제주이도일동점,제주특별자치도 제주시 고전길 5(이도일동  극동오벨리스크3차 지하 102호),T 064-722-2186
359,광주경안점,경기도 광주시 경안동 32-1번지,T 031-766-6232
360,보령터미널점,충청남도 보령시 터미널길 18-9 (궁촌동),T 041-931-6232
361,원주씨네마점,강원도 원주시 서원대로 403 (개운동),T 033-765-6231
362,이천하이닉스점,경기도 이천시 부발읍 경충대로 2096-4,T 031-637-6232
363,해운대청사포점,부산광역시 해운대구 청사포로 137-1 (중동),T 051-704-7211
364,대구서문시장점,대구광역시 중구 큰장로 28길 34-9 (대신동),T 053-425-1793
365,여수해양공원점,전라남도 여수시 이순신광장로 180 (종화동),T 061-666-6232
366,천안신방점,충청남도 천안시 동남구 통정10로 17-1 (신방동  1층),T 041-573-8232
367,고척동양대점,서울특별시 구로구 중앙로6길 46 (고척동 (1 2 3층)),T 02-2682-6232
368,해남점,전라남도 해남군 해남읍 북부순환로 153,T 061-534-6232
369,교보타워사거리점,서울특별시 강남구 봉은사로 105 (논현동 동양빌딩지상2층),T 02-3447-6232
370,송탄신장점,경기도 평택시 쇼핑로 34 (신장동),T 031-664-0101
371,판교역점,경기도 성남시 분당구 판교역로192번길 14-2  124호(삼평동),T 031-8016-6232
372,의왕청계휴게소점,경기도 의왕시 안양판교로 476번지,T 없음
373,낙산사점,강원도 양양군 강현면 낙산사로 42,T 033-671-6232
374,광주금호점,광주광역시 서구 운천로 5(금호동),T 080-7789-6232
375,단양대명리조트점,충청북도 단양군 단양읍 삼봉로 187-17,T 043-420-8305
376,목포MBC점,전라남도 목포시 영산로 323-1(용당동),T 061-278-6234
377,블루원콘도점,경상북도 경주시 천군로 95-32(천군동),T 없음
378,암사역점,서울특별시 강동구 올림픽로 794(암사동),T 02-426-6232
379,선산(상)휴게소점,경상북도 구미시 부곡동 65,T 없음
380,기흥구청점,경기도 용인시 기흥구 구갈로 70 (구갈동 메가타운112호),T 031-282-6232
381,남성역점,서울특별시 동작구 사당로17가길 16 (사당동  1층),T 070-4131-6232
382,포항송도점,경상북도 포항시 남구 송도해안길 52-1(송도동  1-2층),T 054-231-3232
383,창녕남지점,경상남도 창녕군 남지읍 남지중앙로 105,T 055-521-1230
384,육군훈련소점,충청남도 논산시 연무읍 죽평리 76-1,T 041-740-7655
385,암사롯데캐슬점,서울특별시 강동구 고덕로 89 (암사동),T 02-2294-6533
386,수원경희대점,경기도 수원시 영통구 청명로 7 (영통동  청명타운텔 101~107호),T 031-205-3222
387,중동두산위브점,경기도 부천시 원미구 신흥로 150-1(중동  위브더스테이트),T 032-667-6232
388,김해장유점,경상남도 김해시 계동로 23번길 17 (관동동  제이파크프라자),T 055-339-9222
389,인천청라2호점,인천광역시 서구 청라에메랄드로 102번길 8-22 (연희동  미라클프라자,T 032-564-2342
390,김해공항점,부산광역시 강서구 공항진입로 108 (대저2동  김해국제공항국내선2층),T 051-971-3451
391,여주중앙점,경기도 여주시 세종로 17-1 (홍문동 1층),T 031-881-4603
392,충남서천점,충청남도 서천군 서천읍 서천로 121,T 041-951-4949
393,경주CC점,경상북도 경주시 보문로 182-98(북군동),T 없음
394,대구동호점,대구광역시 동구 금강로 10(동호동),T 070-4253-3335
395,대천해수욕장점,충청남도 보령시 머드로 118(신흑동 104호),T 041-931-6231
396,서산르셀점,충청남도 서산시 서해로 3573 (잠홍동  107 108호),T 041-666-6232
397,송도해양경찰청점,인천광역시 연수구 신송로 125번길 7 (송도동  이리옴프라자 120호),T 032-832-6232
398,시흥장곡점,경기도 시흥시 장곡로 49번길 10 (장곡동 1층),T 031-317-7148
399,목동사거리점,서울특별시 강서구 등촌로 17  1층(화곡동),T 02-2654-6232
400,고덕역점,서울특별시 강동구 동남로 73길 31(명일동 1층),T 02-3426-6242
401,천안차암점,충청남도 천안시 서북구 3공단6로 58-5,T 041-523-6232
402,울산대공원점,울산광역시 남구 대공원입구로 2 (옥동  1층),T  052-266-6232
403,청통(상)휴게소점,경상북도 영천시 청통면 청통로 334-42,T 054-337-5009
404,와촌(하)휴게소점,경상북도 경산시 와촌면 강학길 103 (외 16필지),T 053-853-1002
405,전대병원점,광주광역시 동구 제봉로 50(남동),T 062-233-0307
406,한화리조트경주점,경상북도 경주시 보문로 182-27(북군동),T 없음
407,충북금왕점,충청북도 음성군 금왕읍 무극리 244-29,T 070-4409-6233
408,사당메트로점,서울특별시 서초구 방배천로2길 2 ( 방배동 1 2층 ),T 02-3487-6888
409,운서역점,인천광역시 중구 영동대로 118 (운서동  뉴에어포트1층 105호106호),T 032-746-2661
410,천안신부점,충청남도 천안시 동남구 먹거리11길 48(신부동),T 041-566-6232
411,천안아산역점,충청남도 아산시 배방읍 희망로 100 천안아산역사 내,T 070-8829-9632
412,남춘천역점,강원도 춘천시 우묵길 26 (퇴계동  1 2층),T 033-251-1012
413,울산태화점,울산광역시 중구 신기길 116-1  2층(태화동),T  070-7781-6232
414,대전도룡점,대전광역시 유성구 대덕대로 610,T 042-863-6232
415,평택소사벌점,경기도 평택시 만세로 1845-8 (비전동  1층),T 031-655-2397
416,청주산남점,충청북도 청주시 서원구 산남로 45 (산남동 1 2층),T 043-292-6232
417,삼송하나로마트점,경기도 고양시 덕양구 동송로20 (동산동 농협삼송유통센타1층),T 02-381-2185
418,경희대점,서울특별시 동대문구 회기로 166 (회기동  지하1층~지하2층),T 02-965-6232
419,김해공항1층점,부산광역시 강서구 공항진입로 108 (대저2동  국내선1층),T 051-941-8626
420,포항CGV점,경상북도 포항시 남구 중흥로 77(상도동  밸류플러스 6층 6048),T 054-273-8868
421,의정부민락점,경기도 의정부시 용현로 105번길 7-16 (민락동.101 102호),T 031-848-6263
422,구미봉곡점,경상북도 구미시 봉곡로 166(봉곡동  트윈스빌딩 1층),T 054-454-0933
423,원주무실점,강원도 원주시 무실동 1734-4번지,T 033-744-9896
424,무주리조트하이디점,전라북도 무주군 설천면 만선로 185,T 없음
425,무주리조트설촌봉점,전라북도 무주군 설천면 만선로 185,T 없음
426,무주리조트만선점,전라북도 무주군 설천면 만선로 185,T 없음
427,구미금오산점,경상북도 구미시 금오산로 184 (남통동),T 054-455-5487
428,명일역점,서울특별시 강동구 상암로27길 90,T 02-481-6232
429,알펜시아점,강원도 평창군 대관령면 솔봉로 325,T 033-339-0631
430,인천논현역점,인천광역시 남동구 논고개로123번길 35,T 032-815-6232
431,동자희망나눔센터점(특수),서울특별시 용산구 후암로57길 35-15  1층,T 02-3789-5119
432,광양터미널점,전라남도 광양시 광양읍 순광로 688,T 061-762-8802
433,중계역점,서울특별시 노원구 동일로 지하 1308-1,T 02-949-8015
434,부산학장점,부산광역시 사상구 학장동 산 149-21번지,T 051-324-7778
435,경주주상절리점,경상남도 경주시 양남면 동해안로 486,T 054-743-3780
436,충남도청점,충청남도 홍성군 홍북면 충남대로 24  207,T 041-631-3265
437,안양역사점,경기도 안양시 만안구 만안로 224,T 031-465-6232
438,충주(하)휴게소점,충청북도 충주시 중앙탑면 중부내륙고속도로 231,T 없음
439,진도점,전라남도 진도군 진도읍 남문길 4,T 061-544-6232
440,울산우정혁신도시점,울산광역시 복산동 278-11,T 052-282-5959
441,성대점,서울특별시 종로구 창경궁로 227(명륜4가  1층),T 02-744-2011
442,구미옥계점,경상북도 구미시 산호대로 29길 9  102(옥계동  경복프라자),T 054-474-4110
443,대구보건대점,대구광역시 북구 칠곡중앙대로 69길 11 (태전동),T 053-312-2487
444,춘천팔호광장점,강원도 춘천시 춘천로 188,T 033-255-6232
445,인천가좌점,인천광역시 서구 원적로 79-1 (가좌동1층 2층),T 032-584-8422
446,광주동림2지구점,광주광역시 서구 하남대로 656 (동천동 587),T 070-4411-6232
447,제주협재해수욕장점,제주특별자치도 제주시 한림읍 한림로 399 1층,T 064-796-8126
448,광주유스퀘어점,광주광역시 서구 무진대로 904(광천동 유스퀘어내1층),T 062-352-6232
449,거여역점,서울특별시 송파구 오금로 513 101 (거여동 위례빌딩),T 02-449-6232
450,홍천강휴게소점,강원도 홍천군 북방면 소매곡리 294,T 033-435-1201
451,서정리역점,경기도 평택시 정암로 2 (서정동 외1필지),T 031-664-8400
452,구리녹색병원점,경기도 구리시 동구릉로 56 (인창동 1층),T 031-569-6232
453,수원천천점,경기도 수원시 천천동 528-1,T 031-271-6231
454,굽은다리역점,서울특별시 강동구 양재대로 1566(명일동  죽애빌딩 1층),T 02-3426-6232
455,춘천온의점,강원도 춘천시 방송길 98 (온의동),T 033-241-6260
456,서산동문점,충청남도 서산시 한마음 12로 16,T 041-668-6232
457,대구장기점,대구광역시 달서구 장기로 276,T 053-568-1120
458,대전엑스포코아점,대전광역시 유성구 엑스포로 488  1동 131호,T 070-4230-6231
459,운천터미널점,경기도 포천시 영북면 운천로9번길 5  1층,T 031-534-4580
460,은평한옥마을점,서울특별시 은평구 진관길 10 (진관동),T 02-352-1900
461,경주노동아카데미점,경상남도 경주시 노동동 73-2  1층,T 054-745-1915
462,함평무안(하)휴게소점,전라남도 함평군 서해안고속도로 31,T 061-324-8858
463,일산라페스타점,경기도 고양시 일산동구 중앙로 1275번길 60-14,T 031-905-6232
464,포항효자점,경상북도 포항시 남구 효자동길 1번길 6(효자동  1층),T 054-283-0037
465,서울대병원(가든뷰)점,서울특별시 종로구 대학로 101 서울대학교병원 의생명연구원 11층 카페베네,T 
466,직영 수내역점,경기도 성남시 분당구 수내로 46번길 33,T 031-715-6232
467,강원대학교병원점,강원도 춘천시 백령로 156(효자동),T 033-242-1012
468,제주외도점,제주특별자치도 제주시 우정로 55  1~2층(외도일동),T 064-742-6232
469,강릉경포대점,강원도 강릉시 창해로 419(강문동),T 033-644-1659
470,알펜시아오션700점,강원도 평창군 대관령면 용산리 170-2 ,T 
471,한국지질자원연구원점,대전광역시 유성구 과학로 124  지상 1층,T 
472,군산시청점,전라북도 군산시 조촌로 44(조촌동),T 063-451-0288
473,단대오거리점,경기도 성남시 중원구 광명로289,T 031-749-6232
474,시흥정왕점,경기도 시흥시 중심상가4길 10-1 1층(정왕동),T 031-484-6232
475,방배카페골목점,서울특별시 서초구 방배중앙로 191  1층 제라호,T 02-536-7232
476,별내역점,경기도 남양주시 순화궁로 116 (별내동 127호 214호),T 031-575-3346
477,광주하나로마트점,광주광역시 광산구 임바울대로 261,T 062-956-9691
478,인천만수시장점,인천광역시 남동구 만수서로 74 1층 ,T 032-463-2925
479,금호점,서울특별시 성동구 독서당로 290-1  나동  1 2 3층(금호동4가),T 02-2297-6232
480,청원교원대점,충청북도 청원군 강내면 태성탑연로 448-4,T 043-239-6232
481,부산민락점,부산광역시 수영구 수영로 769  2층(수영동),T 051-752-8515
482,강원양구점,강원도 양구군 양구읍 양록길 73,T 033-481-8383
483,목감휴게소점,경기도 시흥시 목감1길 47,T 
484,울산신복로터리점,울산광역시 남구 무거동 327-21,T  052-277-3334
485,부산주례점,부산광역시 사상구 가야대로 298  1층(주례동),T 051-315-6294
486,까치산역점,서울특별시 강서구 강서로 60-1 지상 1~2층,T 02-2601-4885
487,인천선학역점,인천광역시 연수구 학나래로 118번길 37 1층,T 032-815-0067
488,비스포레센터점,서울특별시 은평구 통일로 78길 7 1층 (불광동),T 02-354-8824
489,화곡중앙점,서울특별시 강서구 화곡로 228,T 02-2607-6232
490,진주평거점,경상남도 진주시 신평공원길 41  1층,T 055-745-6236
491,인천주안역점,인천광역시 남구 주안동 231번지,T 032-875-6235
492,진해용원점,경상남도 창원시 진해구 용원로 23,T 055-543-0074
493,중곡점,서울특별시 광진구 면목로 163 1층 (중곡동),T 02-499-6232
494,원주치악행구점,강원도 원주시 행구로 148(행구동),T 033-733-6232
495,전주아중리점,전라북도 전주시 덕진구 정언신로 182,T 063-245-6232
496,광주용봉점,광주광역시 북구 용봉택지로 94  1층 2층(용봉동),T 062-514-6232
497,대전만인산점,대전광역시 동구 산내로 190 1층(하소동),T 042-285-6232
498,용인상현파크점,경기도 용인시 수지구 상현로 126 107호 203호,T 031-896-9969
499,울산세이브존점,울산광역시 남구 삼산동 1497-1,T 052-257-6232
500,안동정하점,경상북도 안동시 강남5길 5. 108 204호(정하동),T 054-841-9111
501,장안점,서울특별시 동대문구 천호대로 375  1층 (장안동),T 02-2245-9909
502,목포하당점,전라남도 목포시 교육로 77,T 061-287-7232
503,거제축협점,경상남도 거제시 거제중앙로 1726 1층(거제축산농협),T 055-633-7509
504,송도해수욕장점,부산광역시 서구 암남공원로39 송도 풍림아이원 1층,T 051-231-9330
505,익산부송점,전라북도 익산시 무왕로 1171  1층,T 063-832-6232
506,경기의료원점,경기도 의정부시 흥선로 142  1층,T 
507,전남무안점,전라남도 무안군 무안읍 창포로 13-20,T 061-453-6232
508,낙성대역점,서울특별시 관악구 봉천로 569 1 2층 (봉천동),T 02-876-6232
509,구미형곡점,경상북도 구미시 형곡동 854,T 054-444-2682
510,충북허브시티점,충청북도 영동군 영동읍 계산로 45,T 043-742-8859
511,상도점,서울특별시 동작구 상도로30길39 120동 1층 108-1호 (상도동),T 02-822-0155
512,25사단복지관점,경기도 양주시 남면 개나리1길 45 ,T 031-959-5047
513,별내메이호텔점,경기도 남양주시 별내2로 70  1층 101호 (별내동),T 031-571-5002
514,대전가장점,대전광역시 서구 가장로 77,T 042-522-8788
515,제주엠스테이호텔점,제주특별자치도 서귀포시 서귀동 89-5,T 없음
516,강북구청점,서울특별시 강북구 도봉로 358  1층 101호,T 02-902-7232
517,동해효가점,강원도 동해시 효자남길 28  1 2층(동회동),T 033-522-1867
518,전주인후동점,전라북도 전주시 덕진구 건산로 223,T 063-241-6232
519,경주동국대점,경상북도 경주시 한빛길 6번길 43,T 054-746-0073
520,미아사거리역점,서울특별시 강북구 도봉로 67  1층 (미아동),T 02-987-3900
521,의정부동부점,경기도 의정부시 천보로 56  해동2타워 101호,T 031-852-1135
522,울산동천강점,울산광역시 중구 외솔큰길 196  2층,T 052-292-9040
523,원주시청점,강원도 원주시 시청로36  지1층 B105호(무실동 시티타워),T 033-731-5131
524,부산명륜아이파크점,부산광역시 동래구 명륜동 10-2,T 051-552-6770
525,양산덕계평산점,경상남도 양산시 웅상대로 883 2층(덕계동),T 055-382-5599
526,부산남포동점,부산광역시 중구 비프광장로 19  1층 2층 (부평동 1가),T 없음
527,순천용당점,전라남도 순천시 삼산로 89 1층,T 061-753-6232
528,당진문예의전당점,충청남도 당진시 시청1로 86 (읍내동),T 041-356-6232
529,청주터미널점,충청북도 청주시 흥덕구 풍년로 144. 1층(가경동),T 없음
530,태종대점,부산광역시 영도구 태종로 744 1층 (동삼동),T 051-633-9330
531,대구동성로점,대구광역시 중구 동성로 5길 53(삼덕동 1가  지상 2  3층),T 053-421-1970
532,울진읍내리점,경상북도 울진군 울진읍 울진중앙로 110,T 054-782-6232
533,전남강진점,전라남도 강진군 강진읍 보은로3길 40,T 061-434-6233
534,천안직산점,충청남도 천안시 서북구 직산읍 삼은3길 20  2층,T 041-582-6232
535,청주오창호수공원점,충청북도 청주시 청원구 오창읍 과학산업2호 379,T 070-4245-6232
536,군산은파호수점,전라북도 군산시 동지곡길 177-4(지곡동),T 070-8899-6232
537,부산교대점,부산광역시 동래구 수안동 55-1번지,T 051-558-5886
538,서산(하)휴게소점,충청남도 서산시 해미면 서해안고속도로 241,T 없음
539,전주혁신도시점,전라북도 전주시 완산구 오공로 43-13,T 063-237-2264
540,경남거창점,경상남도 거창군 거창읍 공수들4길 41,T 055-3263-2668
541,부산남천점,부산광역시 수영구 남천동로 36 107 205호,T 051-626-7789
542,거제수양점,경상남도 거제시 수양로 498(양정동  1층 / 937-6번지),T 055-632-1717
543,김해진영아울렛점,경상남도 김해시 진영읍 진산대로 229-1 2층,T 055-343-3423
544,울산대왕암공원점,울산광역시 동구 등대로 99  A동 4호,T 052-233-0525
545,창원메트로시티점,경상남도 창원시 마산회원구 삼호로80  1층 131호,T 055-297-9010
546,안산선부롯데점,경기도 안산시 단원구 달미로 64 1층 102호,T 031-411-5040
547,백령도점,인천광역시 옹진군 백령면 백령로 236,T 032-836-6900
548,사가정역점,서울특별시 중랑구 면목동 496-17,T 02-493-6232
549,인천계산점,인천광역시 계양구 계산새로 71 D동 1층 120 121호,T 032-551-6232
550,경남사천점,경상남도 사천시 사천읍 읍내1길 46,T 없음
551,광주수완1호점,광주광역시 광산구 임방울대로 327  1 2층(수완동),T 062-952-6232
552,서귀포의료원점,제주특별자치도 서귀포시 장수로 47  1층(동홍동),T 070-8900-0165
553,제주신비점,제주특별자치도 제주시 1100로 2894-49  1층(노형동),T 없음
554,화양삼거리점,서울특별시 광진구 군자로 76  1층(군자동),T 02-465-9840
555,대전한남대점,대전광역시 동구 한남로 13,T 042-673-6232
556,순천향병원본관점,충청남도 천안시 동남구 순천향6길 31  1동,T 없음
557,순천향병원외래관점,충청남도 천안시 동남구 순천향6길 31  1동,T 없음
558,강릉휴게소점,강원도 강릉시 영동고속도로 232,T 033-648-8850
559,순천만점,전라남도 순천시 순천만길 522(대대동),T 061-727-6232
560,서남병원점,서울특별시 양천구 신정이펜1로 20(신정동  지상1층),T 02-6731-1705
561,울산남구청점,울산광역시 남구 달동 1327-5,T  052-267-1736
562,영천시청점,경상북도 영천시 시청로 15(문외동),T 054-333-0661
563,천안성정점,충청남도 천안시 서북구 쌍용대로 288  1층 5 6호(성정동),T 041-592-6232
564,경산오거리점,경상북도 경산시 중앙로 91(중방동 2층),T 053-818-6636
565,공군10전투비행단점,경기도 수원시 권선구 세류동 1039,T 
566,동학사점,충청남도 공주시 반포면 동학사1로 264,T 
567,거제학동점,경상남도 거제시 동부면 학동7길 2,T 055-635-2234
568,남원춘향점,전라북도 남원시 어현동 37-64,T 
569,장유율하점,경상남도 김해시 장유면관동리 1101-1,T 070-7354-8953
570,성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로 284-12,T 064-748-6232
571,성남신흥점,경기도 성남시 수정구 신흥동 2475,T 031-734-6232
572,대구아카데미점,대구광역시 중구 동성로2가 91-1,T 070-7720-6232
573,여의도KBS별관점,서울특별시 영등포구 여의도동 46-1,T 02-403-6232
574,아산음봉레이크시티점,충청남도 아산시 음봉면 음봉로 515-46  1층 107호,T 041-544-7727
575,나주대호점,전라남도 나주시 대호길 89-1(대호동),T 061-333-6232
576,안산중앙점,경기도 안산시 단원구 고잔동 534-3,T 031-484-4006
577,동강휴게소1호점,강원도 영월군 남면 강원남로 641,T 
578,동강휴게소2호점,강원도 영월군 남면 강원남로 641,T 
579,인천구월CGV점,인천광역시 남동구 구월동 1130 씨엔씨쇼핑몰1층,T 070-4150 4544
580,창원대학점,경상남도 창원시 의창구 용지로 293번길 (사림동 우영프라자108호),T 055-286-6232
581,구호전장례식장점,광주광역시 북구 독립로 409,T 
582,부산부암메리움점,부산광역시 부산진구 신천대로 246(부암동 메리움아파트상가 1 3층),T 051-801-1025
583,세종프리미엄아울렛점,세종특별자치시 장군면 소미길 17-11  1층 105호,T 
584,학동역점,서울특별시 강남구 논현로 660  406 (논현동),T 02-514-8246
585,전곡터미널점,경기도 연천군 전곡읍 온골로 59-1 (1층),T 031-833-0055
586,동백역점,경기도 용인시 기흥구 동백중앙로 199 (중동 동백에이스프라자 207호,T 031-281-1922
587,청주용암점,충청북도 청주시 상당구 월평로 184번길 78,T 070-4154-2350
588,양주덕정점,경기도 양주시 회정로 107 (덕정동),T 031-858-7144
589,경북왜관점,경상북도 칠곡군 왜관읍 중앙로 108,T 054-977-2065
590,강동구청점,서울특별시 강동구 성내동 552 1층,T 02-478-6232
591,부여점,충청남도 부여군 부여읍 나루터로 29,T 041-837-6640
592,군산(상)휴게소점,전라북도 군산시 나포면 서해안고속도로 148,T 
593,천안병천점 ,"충청남도 천안시 동남구 병천면 아우내순대길 43,1층",T 041-571-5278
594,예산휴게소점,충청남도 예산군 신양면 당진영덕고속도로 34,T 
595,일산킨텍스점,경기 고양시 일산서구 대화동 2600 킨텍스 제1관 1층,T 
596,제주밸류호텔점,제주특별자치도 서귀포시 김정문화로 51  1층(법환동제이에스호텔),T 064-802-3024
597,목포북항점,"전라남도 목포시 청호로 219번길 34-15 씨푸드타운C동 101동 1,  2층",T 061-272-6232
598,75사단철마부대회관점,경기도 남양주시 진접읍 팔야리 760-6,T 
599,전남영암점,전라남도 영암군 영암읍 중앙로36 교보생명 1층,T 061)471-2226
600,대구신월성점,"대구광역시 달서구 조암로 32, 2층 202호(월성동, 외 1필지 신월성 에코시티상가)",T  053-639-0770
601,여수만성리해수욕장점,전라남도 여수시 망양로 192(만흥동),T 061-654-4888
602,25사단감악산회관점,경기도 양주시 남면 개나리1길 45(사서함95-1호),T 
603,선릉점,"서울특별시 강남구 선릉로 86길 31, 1층 104호(대치동, 롯데골드로즈2)",T 02-554-1459
604,카페베네경산감못점,경상북도 경산시 압량면 신대리 130-1,T 053-801-9123
605,제주봄그리고가을리조트점,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,T 
606,고대안암장례식장점,"서울특별시 성북구 안암로 145(안암동5가, 안암장례식장, 지상2층)",T 02-6319-7200
607,원주법원점,"강원도 원주시 무실동 1848-1, 101~102호",T 033-735-6770
608,종로평창점,서울특별시 종로구  평창동 153-3 아너스벨리 102 12호,T 
609,덕소역점,경기도 남양주시 와부읍 덕소로 72(덕소한강벽산메가트리움11),T 031-521-3732
610,광양이순신대교점,전라남도 광양시 항만13로 30(중동),T 061-795-4882
611,전북대뉴실크로드점,"전라북도 전주시 덕진구 백제대로 567, 4층(금암동, 뉴실크로드센터)",T 
612,천안청수점,"충청남도 천안시 동남구 청수14로 60, 1층2층 (청당동, 서미법조타워)",T 041-552-6232
